Date,Title,Address,City,State,Beds,Baths,Rent,SQFT
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,726-2,395","1,108 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,237-1,612",631 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,471-1,903",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,372-1,774",724 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,372-1,774",724 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,422-1,834",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,888-3,655","1,263 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,888-3,088","1,263 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,619-2,253",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,337-1,881",637 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,367-1,918",637 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,624-2,259",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,843-3,017","1,256 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,761 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,3BRs,2Bathrooms,CallforRent,"1,384 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,3BRs,2Bathrooms,CallforRent,"1,392 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,237-1,612",631 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,278-1,551",631 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,337-1,918",637 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,360-1,647",637 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,422-1,950",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,434-1,736",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,559-1,872",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,428-2,259",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,428-1,748",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,610-1,950",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,467-1,793",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,237-1,612",631 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,471-1,903",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,372-1,774",724 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,372-1,774",724 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,422-1,834",769 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,619-2,253",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,337-1,881",637 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,367-1,918",637 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,624-2,259",901 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,761 Sq Ft
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,743-3,375","1,256 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,858-2,554","1,256 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,689-3,349","1,108 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,726-2,395","1,108 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,888-3,655","1,263 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,888-3,088","1,263 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,843-3,017","1,256 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,3BRs,2Bathrooms,CallforRent,"1,384 Sq Ft"
4/7/2019,Cliffs at Barton Creek,"3050 Tamarron Blvd,","Austin,",TX,3BRs,2Bathrooms,CallforRent,"1,392 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,051-1,231",656 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,109-1,378",744 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,156-1,251",747 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,166-1,291",656 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,214 ",851 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,276-1,369",744 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,279-1,416",747 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,334-1,399",851 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,345-1,415",916 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,1½Bathrooms,"$1,420-1,580",955 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,465-1,530","1,097 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,555-1,635","1,214 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,579-1,664",999 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,599-1,764","1,034 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,690-1,730","1,097 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,765-1,825","1,214 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,776-2,013","1,216 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,3BRs,2Bathrooms,"$1,976-2,384","1,400 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,374-1,420",968 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,335-1,379",863 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,424-1,534","1,034 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,1½Bathrooms,"$1,370-1,485",955 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,901 ","1,393 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$2,836 ","1,751 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,1½Bathrooms,"$1,576-1,811","1,030 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,701-1,786","1,182 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,3BRs,2Bathrooms,"$2,121-2,366","1,554 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,051-1,231",656 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,109-1,378",744 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,156-1,251",747 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,166-1,291",656 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,214 ",851 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,276-1,369",744 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,279-1,416",747 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,334-1,399",851 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,345-1,415",916 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,335-1,379",863 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,1½Bathrooms,"$1,420-1,580",955 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,465-1,530","1,097 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,555-1,635","1,214 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,579-1,664",999 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,599-1,764","1,034 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,690-1,730","1,097 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,765-1,825","1,214 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,776-2,013","1,216 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,374-1,420",968 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,424-1,534","1,034 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,1½Bathrooms,"$1,370-1,485",955 Sq Ft
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,901 ","1,393 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$2,836 ","1,751 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,1½Bathrooms,"$1,576-1,811","1,030 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,701-1,786","1,182 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,3BRs,2Bathrooms,"$1,976-2,384","1,400 Sq Ft"
4/7/2019,Riata,"12300 Riata Trace Pky,","Austin,",TX,3BRs,2Bathrooms,"$2,121-2,366","1,554 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,"$1,339-1,922","1,125 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,"$1,345-2,134",825 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,624 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,909 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,923 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,999 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,"1,139 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,"1,299 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,"1,233 - 1,299 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,3BRs,2Bathrooms,"$2,389-3,717","1,393 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,"$1,339-1,922","1,125 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,"$1,345-2,134",825 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,624 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,909 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,1Bedroom,1Bathroom,CallforRent,923 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,999 Sq Ft
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,"1,139 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,"1,299 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,2BRs,2Bathrooms,CallforRent,"1,233 - 1,299 Sq Ft"
4/7/2019,Tacara Steiner Ranch,"4306 N Quinlan Park Rd,","Austin,",TX,3BRs,2Bathrooms,"$2,389-3,717","1,393 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,1Bedroom,1Bathroom,"$1,425 ",806 Sq Ft
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,1Bedroom,1Bathroom,"$1,450 ",893 Sq Ft
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,1Bedroom,1Bathroom,"$1,450-1,475",907 Sq Ft
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,2BRs,2Bathrooms,"$1,620 ","1,080 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,2BRs,2Bathrooms,"$1,720 ","1,205 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,2BRs,2Bathrooms,"$1,750 ","1,181 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,3BRs,2½Bathrooms,"$1,950 ","1,462 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,1Bedroom,1Bathroom,"$1,425 ",806 Sq Ft
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,1Bedroom,1Bathroom,"$1,450 ",893 Sq Ft
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,1Bedroom,1Bathroom,"$1,450-1,475",907 Sq Ft
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,2BRs,2Bathrooms,"$1,620 ","1,080 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,2BRs,2Bathrooms,"$1,720 ","1,205 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,2BRs,2Bathrooms,"$1,750 ","1,181 Sq Ft"
4/7/2019,The Santal,"7624 Tecoma Cir,","Austin,",TX,3BRs,2½Bathrooms,"$1,950 ","1,462 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,025 ",775 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,095 ",750 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,250 ",903 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,275 ",840 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,1Bathroom,"$1,590 ","1,177 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,2Bathrooms,"$1,650 ","1,260 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,2Bathrooms,"$1,695 ","1,381 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,3BRs,2Bathrooms,"$1,995 ","1,537 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,4BRs,3Bathrooms,"$2,300 ","1,910 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,125 ",787 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,1Bathroom,"$1,495 ","1,088 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,3BRs,2Bathrooms,"$2,025 ","1,578 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,025 ",775 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,095 ",750 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,250 ",903 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,275 ",840 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,125 ",787 Sq Ft
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,1Bathroom,"$1,590 ","1,177 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,2Bathrooms,"$1,650 ","1,260 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,2Bathrooms,"$1,695 ","1,381 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,2BRs,1Bathroom,"$1,495 ","1,088 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,3BRs,2Bathrooms,"$1,995 ","1,537 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,3BRs,2Bathrooms,"$2,025 ","1,578 Sq Ft"
4/7/2019,The M At Lakeline,"10500 Lakeline Mall Dr,","Austin,",TX,4BRs,3Bathrooms,"$2,300 ","1,910 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,490-2,525",696 - 714 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,490-2,135",714 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,505-2,485",696 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,510-2,155",714 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,585-2,865",812 - 938 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,630-2,710",812 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,665-2,745",812 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,680-2,760",938 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,655-2,750",641 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,655-2,690",641 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,715-2,750",641 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,865-2,845",911 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,1Bedroom,1Bathroom,"$1,865-2,845",911 Sq Ft
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,855-3,110","1,047 - 1,097 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,855-2,965","1,047 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,855-2,965","1,047 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,865-2,975","1,047 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,905-3,015","1,168 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$1,905-3,015","1,168 Sq Ft"
4/7/2019,Bell South Lamar,"2717 S Lamar Blvd,","Austin,",TX,2BRs,2Bathrooms,"$2,485-4,160","1,345 Sq Ft"
